0.000000	-1583846500.000000	0.000000	0.000000 0.000000 
0.000000	-395882994.000000	0.000000	0.000000 0.000000 
0.000000	679655198.000000	0.000000	0.000000 0.000000 
0.000000	729472342.000000	0.000000	0.000000 0.000000 
0.000000	-809810138.000000	0.000000	0.000000 0.000000 
0.000000	2085738818.000000	0.000000	0.000000 0.000000 
0.000000	-2099643411.000000	0.000000	0.000000 0.000000 
0.000000	1334453340.000000	0.000000	0.000000 0.000000 
0.000000	-199147779.000000	0.000000	0.000000 0.000000 
0.000000	1953689653.000000	0.000000	0.000000 0.000000 
0.000000	-1483953517.000000	0.000000	0.000000 0.000000 
0.000000	500620836.000000	0.000000	0.000000 0.000000 
0.000000	-1792191942.000000	0.000000	0.000000 0.000000 
0.000000	564995763.000000	0.000000	0.000000 0.000000 
0.000000	1932595475.000000	0.000000	0.000000 0.000000 
0.000000	-360787634.000000	0.000000	0.000000 0.000000 
0.000000	380772743.000000	0.000000	0.000000 0.000000 
0.000000	-22117958.000000	0.000000	0.000000 0.000000 
0.000000	-1341409770.000000	0.000000	0.000000 0.000000 
0.000000	88159377.000000	0.000000	0.000000 0.000000 
0.000000	-1520059541.000000	0.000000	0.000000 0.000000 
0.000000	65706324.000000	0.000000	0.000000 0.000000 
0.000000	1616033859.000000	0.000000	0.000000 0.000000 
0.000000	-487408136.000000	0.000000	0.000000 0.000000 
0.000000	95339105.000000	0.000000	0.000000 0.000000 
0.000000	-381045781.000000	0.000000	0.000000 0.000000 
0.000000	1142044257.000000	0.000000	0.000000 0.000000 
0.000000	831172795.000000	0.000000	0.000000 0.000000 
0.000000	842582588.000000	0.000000	0.000000 0.000000 
0.000000	728957667.000000	0.000000	0.000000 0.000000 
0.000000	1730965287.000000	0.000000	0.000000 0.000000 
0.000000	-1816224011.000000	0.000000	0.000000 0.000000 
0.000000	-1011763234.000000	0.000000	0.000000 0.000000 
0.000000	-1228839651.000000	0.000000	0.000000 0.000000 
0.000000	901002374.000000	0.000000	0.000000 0.000000 
0.000000	-41236945.000000	0.000000	0.000000 0.000000 
0.000000	-558013735.000000	0.000000	0.000000 0.000000 
0.000000	-616372470.000000	0.000000	0.000000 0.000000 
0.000000	644856496.000000	0.000000	0.000000 0.000000 
0.000000	617872659.000000	0.000000	0.000000 0.000000 
0.000000	1813571779.000000	0.000000	0.000000 0.000000 
0.000000	-1025674446.000000	0.000000	0.000000 0.000000 
0.000000	546450329.000000	0.000000	0.000000 0.000000 
0.000000	-1386980161.000000	0.000000	0.000000 0.000000 
0.000000	-1043827404.000000	0.000000	0.000000 0.000000 
0.000000	-420234874.000000	0.000000	0.000000 0.000000 
0.000000	-703249416.000000	0.000000	0.000000 0.000000 
0.000000	2021545264.000000	0.000000	0.000000 0.000000 
-2147483648.000000	-412485300.000000	0.000000	0.000000 0.000000 
-2147483648.000000	904528483.000000	0.000000	0.000000 0.000000 
0.000000	-1087916471.000000	0.000000	0.000000 0.000000 
0.000000	-479330717.000000	0.000000	0.000000 0.000000 
-2147483648.000000	241023118.000000	0.000000	0.000000 0.000000 
-2147483648.000000	-1021118129.000000	0.000000	0.000000 0.000000 
-2147483648.000000	-1671495964.000000	0.000000	0.000000 0.000000 
-2147483648.000000	1276238368.000000	0.000000	0.000000 0.000000 
0.000000	-1685860682.000000	0.000000	0.000000 0.000000 
-2147483648.000000	1798204549.000000	0.000000	0.000000 0.000000 
